Product_ID,Product_Name,Category,Sub_Category,Brand,Gender,Size_Available,Color,Texture,Material_Quality,Trend_Tag,Price,Discount_Percent,Accessories_Match,Brand_Ambassador,Season,Launch_Year,In_Stock,Ratings
MTR10424,Printed Hoodies,Accessories,Hoodies,Zara,Men,"M, L, XL",White,Soft,Eco-Friendly,Retro,4338,25%,Leather Belt,Kiara Advani,Summer,2024,No,4.8
MTR10425,Casual Shirts,Footwear,Kurtis,Allen Solly,Men,Free Size,Yellow,Smooth,Recycled,Y2K,4604,30%,Watch,Kareena Kapoor,Winter,2023,Yes,3.8
MTR10426,Floral Blazers,Accessories,Kurtis,Zara,Unisex,UK 6–11,Navy Blue,Rough,Recycled,Streetwear,513,10%,Watch,Kareena Kapoor,All Season,2025,Yes,3.9
MTR10427,Slim Fit Tracks,Winterwear,Hoodies,Zara,Men,"M, L, XL",Navy Blue,Glossy,Recycled,Athleisure,1440,30%,Cap,Virat Kohli,All Season,2024,No,4.3
MTR10428,Graphic Blazers,Topwear,Kurtis,Biba,Unisex,"S, M, L, XL",Pastel Green,Smooth,Standard,Streetwear,5085,10%,Statement Brooch,Kareena Kapoor,Summer,2025,No,4.9
MTR10429,Basic Kurtis,Accessories,Kurtis,Zara,Women,Free Size,Black,Glossy,Recycled,Y2K,4835,10%,Statement Brooch,Kareena Kapoor,All Season,2024,Yes,3.6
MTR10430,Sporty Jeans,Accessories,Hoodies,Biba,Women,Free Size,Yellow,Soft,Premium,Minimalist,3448,30%,Statement Brooch,Kareena Kapoor,Winter,2025,No,4.7
MTR10431,Sporty Hoodies,Accessories,Jeans,Biba,Men,"M, L, XL",Beige,Rough,Standard,Streetwear,5058,25%,Leather Belt,None,All Season,2024,Yes,3.9
MTR10432,Printed Scarves,Bottomwear,Tracks,Allen Solly,Men,Free Size,Yellow,Soft,Eco-Friendly,Streetwear,3496,25%,Leather Belt,Ranveer Singh,All Season,2025,No,4.7
MTR10433,Formal Sneakers,Bottomwear,Blazers,Nike,Women,"M, L, XL",Black,Rough,Standard,Y2K,1211,30%,Leather Belt,Deepika Padukone,All Season,2025,No,4.6
MTR10434,Printed Kurtis,Winterwear,Hoodies,H&M,Men,Free Size,Grey,Soft,Recycled,Boho,4411,15%,Leather Belt,Kiara Advani,All Season,2023,No,3.8
MTR10435,Formal Scarves,Winterwear,Tracks,Biba,Unisex,"M, L, XL",White,Ribbed,Standard,Boho,2613,30%,Leather Belt,Ranveer Singh,Summer,2023,No,4.7
MTR10436,Floral T-Shirt,Footwear,Jeans,U.S. Polo Assn.,Unisex,"XS, S, M, L",White,Soft,Premium,Streetwear,5612,30%,Watch,Kareena Kapoor,All Season,2023,No,5.0
MTR10437,Sporty Shirts,Ethnic,Kurtis,Roadster,Women,Free Size,Grey,Matte,Eco-Friendly,Retro,4516,25%,Statement Brooch,None,All Season,2025,No,3.9
MTR10438,Sporty Shirts,Topwear,Sandals,Levi’s,Unisex,"XS, S, M, L",Navy Blue,Ribbed,Standard,Athleisure,3595,20%,Watch,Deepika Padukone,All Season,2024,Yes,4.8
MTR10439,Formal Tracks,Ethnic,Jeans,Allen Solly,Unisex,"XS, S, M, L",Olive,Glossy,Eco-Friendly,Minimalist,676,25%,Statement Brooch,Kiara Advani,Winter,2023,No,3.8
MTR10440,Formal Hoodies,Winterwear,T-Shirt,Allen Solly,Men,UK 6–11,White,Smooth,Eco-Friendly,Minimalist,4995,25%,Silver Jhumkas,None,Winter,2024,No,4.7
MTR10441,Formal Shirts,Topwear,Kurtis,Allen Solly,Women,UK 6–11,White,Smooth,Eco-Friendly,Y2K,3909,10%,Leather Belt,Kareena Kapoor,Summer,2025,No,4.4
MTR10442,Printed Sneakers,Accessories,Kurtis,Zara,Men,Free Size,Pink,Glossy,Eco-Friendly,Athleisure,3670,15%,Sports Socks,None,Summer,2024,Yes,4.9
MTR10443,Basic Sandals,Footwear,Blazers,Zara,Unisex,"S, M, L, XL",Olive,Textured,Recycled,Streetwear,2652,10%,Sports Socks,Kareena Kapoor,All Season,2025,Yes,4.2
MTR10444,Graphic T-Shirt,Winterwear,Tracks,H&M,Men,"S, M, L, XL",Red,Textured,Premium,Athleisure,5837,15%,Statement Brooch,None,Winter,2023,No,4.6
MTR10445,Graphic Jeans,Bottomwear,T-Shirt,Puma,Women,"M, L, XL",Pink,Ribbed,Standard,Y2K,5768,10%,Sports Socks,Kareena Kapoor,Summer,2023,Yes,3.7
MTR10446,Printed Hoodies,Bottomwear,Hoodies,Allen Solly,Unisex,"XS, S, M, L",Red,Ribbed,Recycled,Athleisure,3347,30%,Leather Belt,None,Summer,2025,No,4.5
MTR10447,Basic T-Shirt,Footwear,Scarves,Allen Solly,Women,"M, L, XL",Pink,Glossy,Recycled,Streetwear,2583,30%,Statement Brooch,Ranveer Singh,Summer,2025,No,3.8
MTR10448,Graphic Jeans,Bottomwear,Kurtis,H&M,Unisex,"M, L, XL",Red,Glossy,Standard,Retro,4050,25%,Silver Jhumkas,Virat Kohli,Winter,2024,Yes,4.9
MTR10449,Formal Kurtis,Bottomwear,Tracks,Puma,Men,UK 6–11,Navy Blue,Ribbed,Recycled,Retro,1909,20%,Silver Jhumkas,Kiara Advani,All Season,2023,No,4.8
MTR10450,Sporty Scarves,Bottomwear,Scarves,Nike,Unisex,"S, M, L, XL",Black,Textured,Recycled,Boho,3361,30%,Statement Brooch,Ranveer Singh,Winter,2024,Yes,3.8
MTR10451,Basic Kurtis,Footwear,Shirts,Puma,Unisex,"M, L, XL",Beige,Ribbed,Eco-Friendly,Athleisure,2447,10%,Cap,Kiara Advani,Summer,2023,No,3.5
MTR10452,Formal Kurtis,Ethnic,Hoodies,Allen Solly,Unisex,Free Size,Navy Blue,Smooth,Premium,Y2K,2430,25%,Statement Brooch,Virat Kohli,Summer,2024,No,4.9
MTR10453,Formal T-Shirt,Topwear,Sandals,Allen Solly,Men,"S, M, L, XL",Red,Soft,Recycled,Streetwear,2477,25%,Cap,Kareena Kapoor,All Season,2025,No,4.4
MTR10454,Floral Shirts,Ethnic,T-Shirt,Nike,Unisex,"M, L, XL",Pink,Ribbed,Standard,Athleisure,3915,30%,Sports Socks,Kareena Kapoor,All Season,2025,No,4.9
MTR10455,Graphic Scarves,Winterwear,Sneakers,Roadster,Unisex,"M, L, XL",Grey,Textured,Standard,Streetwear,1320,15%,Silver Jhumkas,Ranveer Singh,Summer,2025,Yes,4.7
MTR10456,Floral Blazers,Topwear,Sneakers,Nike,Unisex,Free Size,Navy Blue,Ribbed,Standard,Boho,2801,25%,Cap,Kiara Advani,Winter,2025,Yes,4.5
MTR10457,Sporty Sandals,Topwear,Scarves,Puma,Men,UK 6–11,Black,Rough,Premium,Streetwear,4434,30%,Sports Socks,None,Winter,2023,No,4.7
MTR10458,Printed Scarves,Footwear,Kurtis,Nike,Men,Free Size,Navy Blue,Smooth,Standard,Athleisure,3748,10%,Sunglasses,Deepika Padukone,Summer,2025,Yes,4.4
MTR10459,Slim Fit Blazers,Topwear,Blazers,U.S. Polo Assn.,Unisex,"XS, S, M, L",Black,Soft,Eco-Friendly,Athleisure,2026,15%,Sports Socks,Virat Kohli,Winter,2024,Yes,4.4
MTR10460,Basic Scarves,Ethnic,Sneakers,Biba,Women,Free Size,Navy Blue,Glossy,Standard,Streetwear,5429,30%,Leather Belt,Kareena Kapoor,All Season,2023,No,5.0
MTR10461,Floral Jeans,Ethnic,Sandals,Puma,Women,"M, L, XL",Pink,Ribbed,Premium,Y2K,5310,10%,Silver Jhumkas,Deepika Padukone,Winter,2024,Yes,4.9
MTR10462,Floral Tracks,Footwear,Scarves,Adidas,Women,UK 6–11,Black,Soft,Recycled,Boho,2814,25%,Watch,Kiara Advani,All Season,2023,Yes,3.6
MTR10463,Slim Fit T-Shirt,Footwear,Scarves,U.S. Polo Assn.,Women,"XS, S, M, L",Red,Textured,Premium,Boho,4110,15%,Cap,Kiara Advani,All Season,2024,Yes,4.7
MTR10464,Printed Kurtis,Footwear,Blazers,Puma,Unisex,UK 6–11,White,Rough,Premium,Streetwear,630,30%,Leather Belt,Kiara Advani,All Season,2025,No,3.5
MTR10465,Graphic Jeans,Footwear,Hoodies,Nike,Men,"XS, S, M, L",Pink,Smooth,Standard,Minimalist,1032,20%,Sunglasses,Deepika Padukone,Winter,2024,Yes,3.6
MTR10466,Formal T-Shirt,Topwear,T-Shirt,Zara,Unisex,"S, M, L, XL",Red,Textured,Premium,Athleisure,1258,30%,Sunglasses,Deepika Padukone,All Season,2025,No,4.5
MTR10467,Floral Tracks,Accessories,Shirts,H&M,Unisex,"XS, S, M, L",Yellow,Glossy,Recycled,Streetwear,1402,20%,Silver Jhumkas,Kareena Kapoor,Summer,2023,No,4.5
MTR10468,Formal Sneakers,Winterwear,Hoodies,Biba,Men,Free Size,Black,Ribbed,Recycled,Minimalist,1576,30%,Sports Socks,Ranveer Singh,Winter,2023,No,4.8
MTR10469,Printed Hoodies,Winterwear,Tracks,H&M,Women,UK 6–11,Black,Rough,Standard,Y2K,3340,30%,Sports Socks,Virat Kohli,Winter,2025,Yes,3.7
MTR10470,Sporty Scarves,Ethnic,Shirts,Zara,Men,"M, L, XL",Navy Blue,Glossy,Eco-Friendly,Boho,3653,25%,Leather Belt,Kiara Advani,Winter,2024,Yes,4.3
MTR10471,Basic Blazers,Accessories,Scarves,Nike,Women,"S, M, L, XL",White,Rough,Recycled,Athleisure,1287,25%,Watch,None,Winter,2025,Yes,3.9
MTR10472,Formal Sandals,Topwear,Scarves,Roadster,Men,"S, M, L, XL",Olive,Matte,Premium,Streetwear,1524,25%,Cap,Ranveer Singh,Summer,2024,No,3.8
MTR10473,Formal Jeans,Bottomwear,Blazers,Roadster,Unisex,"XS, S, M, L",Pastel Green,Ribbed,Eco-Friendly,Retro,555,25%,Sunglasses,Kareena Kapoor,Summer,2023,No,4.2
MTR10474,Formal Blazers,Accessories,Scarves,U.S. Polo Assn.,Unisex,"S, M, L, XL",Yellow,Textured,Premium,Streetwear,4373,15%,Cap,Kareena Kapoor,Summer,2024,No,4.2
MTR10475,Casual Jeans,Ethnic,Kurtis,Adidas,Men,"M, L, XL",Yellow,Glossy,Eco-Friendly,Boho,5505,30%,Sports Socks,Kareena Kapoor,Summer,2023,Yes,5.0
MTR10476,Sporty Scarves,Topwear,Kurtis,Allen Solly,Men,"S, M, L, XL",Black,Textured,Recycled,Streetwear,552,10%,Sunglasses,Kiara Advani,Winter,2023,Yes,4.3
MTR10477,Graphic Sneakers,Topwear,Hoodies,Biba,Unisex,"M, L, XL",Pink,Ribbed,Premium,Retro,5973,30%,Leather Belt,Deepika Padukone,Summer,2024,Yes,4.0
MTR10478,Casual Kurtis,Ethnic,Tracks,Nike,Unisex,"XS, S, M, L",Beige,Soft,Eco-Friendly,Boho,2330,20%,Cap,Deepika Padukone,All Season,2025,No,4.2
MTR10479,Sporty Blazers,Winterwear,Shirts,Biba,Men,Free Size,Navy Blue,Textured,Eco-Friendly,Y2K,3661,20%,Statement Brooch,None,Summer,2023,Yes,4.4
MTR10480,Basic Scarves,Topwear,T-Shirt,Levi’s,Women,"M, L, XL",Olive,Ribbed,Premium,Minimalist,1902,30%,Statement Brooch,None,Summer,2025,Yes,4.3
MTR10481,Slim Fit Jeans,Footwear,Tracks,Biba,Unisex,"M, L, XL",Pastel Green,Rough,Recycled,Y2K,1418,10%,Sunglasses,Deepika Padukone,All Season,2023,Yes,3.9
MTR10482,Printed Blazers,Accessories,Kurtis,Adidas,Men,UK 6–11,Grey,Smooth,Premium,Athleisure,3952,25%,Leather Belt,Deepika Padukone,All Season,2023,Yes,3.6
MTR10483,Sporty Shirts,Ethnic,Tracks,H&M,Women,Free Size,Beige,Soft,Standard,Y2K,1480,25%,Sports Socks,Ranveer Singh,All Season,2023,Yes,3.9
MTR10484,Graphic Blazers,Topwear,Blazers,Zara,Men,Free Size,Pastel Green,Smooth,Premium,Y2K,1685,25%,Sunglasses,None,All Season,2024,Yes,4.1
MTR10485,Printed Jeans,Accessories,Sneakers,H&M,Women,"M, L, XL",Pink,Ribbed,Recycled,Boho,1969,10%,Cap,Deepika Padukone,Winter,2023,No,3.7
MTR10486,Casual Kurtis,Winterwear,Sneakers,H&M,Unisex,Free Size,Pink,Textured,Standard,Minimalist,4961,10%,Watch,Kiara Advani,Winter,2024,Yes,4.9
MTR10487,Basic Hoodies,Accessories,Sandals,H&M,Women,UK 6–11,Grey,Textured,Standard,Y2K,4972,30%,Watch,Kiara Advani,All Season,2025,No,3.9
MTR10488,Sporty Sneakers,Footwear,Sandals,Zara,Men,"M, L, XL",Olive,Textured,Standard,Athleisure,4269,25%,Silver Jhumkas,Kareena Kapoor,Summer,2024,Yes,3.8
MTR10489,Formal Sandals,Winterwear,Jeans,Puma,Men,UK 6–11,Beige,Soft,Recycled,Y2K,3692,10%,Silver Jhumkas,Ranveer Singh,Summer,2023,No,4.1
MTR10490,Basic Sneakers,Ethnic,Scarves,Roadster,Men,UK 6–11,Navy Blue,Soft,Eco-Friendly,Retro,5240,25%,Sunglasses,Kiara Advani,Summer,2024,No,4.4
MTR10491,Casual Shirts,Topwear,Jeans,Nike,Unisex,"XS, S, M, L",Grey,Rough,Standard,Streetwear,4481,30%,Statement Brooch,Ranveer Singh,Winter,2025,Yes,3.6
MTR10492,Basic Shirts,Bottomwear,Shirts,Allen Solly,Unisex,UK 6–11,Yellow,Soft,Premium,Retro,3063,30%,Silver Jhumkas,None,All Season,2024,Yes,4.6
MTR10493,Casual Kurtis,Ethnic,Kurtis,Biba,Men,"XS, S, M, L",Navy Blue,Glossy,Eco-Friendly,Minimalist,5771,20%,Sports Socks,Deepika Padukone,Winter,2023,No,3.9
MTR10494,Slim Fit Blazers,Topwear,Hoodies,Levi’s,Men,Free Size,Olive,Matte,Recycled,Y2K,4453,30%,Watch,Virat Kohli,Winter,2024,Yes,4.2
MTR10495,Casual Shirts,Bottomwear,Kurtis,Zara,Unisex,"S, M, L, XL",Red,Rough,Standard,Streetwear,4989,20%,Statement Brooch,Deepika Padukone,All Season,2023,Yes,4.7
MTR10496,Basic Blazers,Ethnic,Tracks,Nike,Unisex,Free Size,Yellow,Soft,Recycled,Y2K,561,25%,Silver Jhumkas,Kareena Kapoor,Summer,2023,Yes,5.0
MTR10497,Basic Sandals,Accessories,Tracks,U.S. Polo Assn.,Unisex,"XS, S, M, L",Red,Textured,Premium,Athleisure,845,25%,Watch,Virat Kohli,All Season,2023,Yes,4.3
MTR10498,Graphic Kurtis,Ethnic,Sandals,Adidas,Men,"XS, S, M, L",Pastel Green,Rough,Recycled,Retro,3987,25%,Statement Brooch,Kareena Kapoor,Summer,2025,Yes,4.0
MTR10499,Basic Jeans,Ethnic,T-Shirt,Adidas,Women,"S, M, L, XL",Olive,Soft,Premium,Streetwear,5583,15%,Cap,Deepika Padukone,Summer,2025,No,4.4
MTR10500,Floral Sandals,Accessories,Hoodies,Zara,Unisex,"XS, S, M, L",Pastel Green,Ribbed,Premium,Retro,515,20%,Cap,Deepika Padukone,Summer,2023,No,3.9
MTR10501,Sporty Jeans,Winterwear,Sandals,Allen Solly,Unisex,"S, M, L, XL",Black,Textured,Standard,Retro,2308,25%,Leather Belt,Deepika Padukone,All Season,2025,Yes,4.6
MTR10502,Floral T-Shirt,Accessories,Sneakers,Nike,Women,"M, L, XL",Beige,Rough,Standard,Boho,2491,20%,Sunglasses,None,All Season,2023,No,4.5
MTR10503,Slim Fit Hoodies,Footwear,Scarves,Roadster,Women,"S, M, L, XL",Red,Soft,Eco-Friendly,Retro,4142,30%,Statement Brooch,Kareena Kapoor,Winter,2023,No,4.9
MTR10504,Floral Hoodies,Winterwear,Shirts,Roadster,Women,"XS, S, M, L",Pink,Glossy,Standard,Minimalist,1352,25%,Sunglasses,Virat Kohli,All Season,2025,No,4.9
MTR10505,Floral Sneakers,Topwear,Kurtis,Allen Solly,Unisex,"S, M, L, XL",Yellow,Rough,Eco-Friendly,Boho,3569,20%,Sunglasses,Deepika Padukone,Winter,2025,Yes,5.0
MTR10506,Printed Sneakers,Ethnic,Sandals,Nike,Women,Free Size,Pastel Green,Rough,Eco-Friendly,Streetwear,942,20%,Watch,Kiara Advani,Summer,2025,No,3.8
MTR10507,Slim Fit Sandals,Footwear,Sneakers,U.S. Polo Assn.,Women,Free Size,White,Matte,Recycled,Retro,2183,25%,Cap,Kiara Advani,Winter,2024,No,4.1
MTR10508,Printed T-Shirt,Bottomwear,Sandals,Levi’s,Men,"XS, S, M, L",Red,Smooth,Eco-Friendly,Boho,772,15%,Leather Belt,Virat Kohli,Summer,2024,Yes,4.8
MTR10509,Sporty Tracks,Winterwear,Blazers,Roadster,Women,UK 6–11,Yellow,Soft,Recycled,Y2K,2059,25%,Silver Jhumkas,Kareena Kapoor,Winter,2025,Yes,4.9
MTR10510,Basic Sandals,Topwear,T-Shirt,Zara,Men,"M, L, XL",Olive,Smooth,Recycled,Streetwear,5389,25%,Leather Belt,None,All Season,2024,No,4.6
MTR10511,Slim Fit Blazers,Bottomwear,Blazers,Adidas,Men,"M, L, XL",Pink,Textured,Recycled,Minimalist,4652,25%,Sports Socks,Kiara Advani,Winter,2025,No,3.6
MTR10512,Floral Tracks,Topwear,Scarves,H&M,Women,Free Size,Red,Soft,Premium,Retro,1641,10%,Leather Belt,Kiara Advani,Summer,2025,Yes,4.8
MTR10513,Casual Blazers,Ethnic,Blazers,Adidas,Unisex,Free Size,Pink,Textured,Recycled,Minimalist,2054,10%,Silver Jhumkas,Kiara Advani,Winter,2025,No,4.9
MTR10514,Casual Sneakers,Footwear,Kurtis,Roadster,Men,"XS, S, M, L",Pink,Ribbed,Premium,Minimalist,2975,30%,Sunglasses,None,Winter,2024,Yes,4.9
MTR10515,Casual Hoodies,Topwear,Shirts,Biba,Women,UK 6–11,Red,Textured,Eco-Friendly,Streetwear,4098,30%,Leather Belt,Kiara Advani,Summer,2023,Yes,4.0
MTR10516,Casual Hoodies,Topwear,Hoodies,Nike,Women,"M, L, XL",Yellow,Rough,Recycled,Minimalist,4150,30%,Silver Jhumkas,None,Winter,2025,No,4.0
MTR10517,Formal Sneakers,Topwear,Kurtis,Allen Solly,Women,"XS, S, M, L",Pink,Rough,Eco-Friendly,Minimalist,500,15%,Silver Jhumkas,Virat Kohli,All Season,2023,No,4.5
MTR10518,Formal Kurtis,Accessories,T-Shirt,U.S. Polo Assn.,Men,"XS, S, M, L",White,Rough,Premium,Streetwear,5817,25%,Leather Belt,Deepika Padukone,Winter,2024,No,3.5
MTR10519,Slim Fit Blazers,Footwear,Shirts,Puma,Unisex,"S, M, L, XL",Olive,Textured,Premium,Minimalist,3862,30%,Watch,Deepika Padukone,Winter,2025,Yes,3.7
MTR10520,Formal Sneakers,Footwear,Shirts,Nike,Unisex,Free Size,Pastel Green,Ribbed,Premium,Boho,5451,20%,Cap,None,Winter,2023,No,4.9
MTR10521,Printed Hoodies,Accessories,Blazers,Puma,Unisex,UK 6–11,Grey,Ribbed,Eco-Friendly,Y2K,1676,25%,Cap,None,All Season,2024,Yes,3.8
MTR10522,Graphic Sandals,Winterwear,Sandals,Puma,Unisex,UK 6–11,Grey,Glossy,Premium,Minimalist,4824,20%,Silver Jhumkas,Deepika Padukone,Summer,2024,Yes,3.7
MTR10523,Floral T-Shirt,Footwear,Scarves,Zara,Men,"S, M, L, XL",Navy Blue,Smooth,Standard,Athleisure,4701,25%,Sunglasses,Ranveer Singh,Summer,2023,No,4.2
MTR10524,Floral Tracks,Ethnic,Sandals,H&M,Men,"M, L, XL",Navy Blue,Ribbed,Eco-Friendly,Minimalist,2112,10%,Sports Socks,Kiara Advani,Winter,2023,Yes,3.9
MTR10525,Basic Sneakers,Accessories,Sneakers,Biba,Women,Free Size,Red,Soft,Standard,Streetwear,4676,10%,Watch,Kiara Advani,All Season,2023,No,4.5
MTR10526,Basic Kurtis,Accessories,Sneakers,H&M,Unisex,Free Size,Grey,Rough,Eco-Friendly,Boho,4456,15%,Leather Belt,Kareena Kapoor,All Season,2025,No,3.8
MTR10527,Floral Shirts,Ethnic,T-Shirt,Allen Solly,Men,"S, M, L, XL",White,Glossy,Eco-Friendly,Retro,4409,20%,Watch,Virat Kohli,Winter,2025,Yes,4.4
MTR10528,Slim Fit Shirts,Bottomwear,Sneakers,H&M,Unisex,"XS, S, M, L",Black,Soft,Premium,Boho,2253,30%,Silver Jhumkas,Deepika Padukone,Summer,2023,Yes,4.3
MTR10529,Basic Tracks,Bottomwear,T-Shirt,Allen Solly,Unisex,Free Size,Pink,Textured,Standard,Retro,3003,25%,Statement Brooch,Kiara Advani,All Season,2024,Yes,4.8
MTR10530,Slim Fit Jeans,Ethnic,T-Shirt,Puma,Men,Free Size,Pink,Glossy,Standard,Retro,5393,30%,Leather Belt,Kareena Kapoor,Winter,2025,No,4.2
MTR10531,Printed Shirts,Accessories,Blazers,Adidas,Unisex,UK 6–11,Red,Textured,Standard,Retro,1902,30%,Sunglasses,Kiara Advani,All Season,2023,No,3.9
MTR10532,Slim Fit Sandals,Topwear,Blazers,Allen Solly,Men,"M, L, XL",Black,Soft,Recycled,Athleisure,5401,25%,Cap,None,Summer,2025,No,4.0
MTR10533,Printed Scarves,Bottomwear,Hoodies,Adidas,Men,Free Size,Pink,Ribbed,Eco-Friendly,Boho,2158,15%,Leather Belt,Virat Kohli,All Season,2025,Yes,3.7
MTR10534,Casual Tracks,Accessories,Shirts,Levi’s,Women,UK 6–11,Pastel Green,Smooth,Premium,Retro,1660,30%,Sports Socks,Kiara Advani,Summer,2023,Yes,4.0
MTR10535,Graphic Tracks,Ethnic,T-Shirt,H&M,Men,Free Size,Yellow,Smooth,Eco-Friendly,Streetwear,4937,10%,Cap,Kiara Advani,Winter,2024,Yes,4.7
MTR10536,Graphic Scarves,Bottomwear,Tracks,Puma,Women,Free Size,Beige,Rough,Recycled,Streetwear,4409,10%,Statement Brooch,None,All Season,2023,Yes,4.9
MTR10537,Casual Sandals,Bottomwear,Sandals,Puma,Men,"S, M, L, XL",Beige,Soft,Eco-Friendly,Athleisure,5229,15%,Statement Brooch,Ranveer Singh,Summer,2023,No,3.8
MTR10538,Sporty Scarves,Topwear,Shirts,Adidas,Unisex,UK 6–11,Navy Blue,Glossy,Eco-Friendly,Retro,3646,20%,Statement Brooch,Ranveer Singh,All Season,2025,No,4.7
MTR10539,Slim Fit Jeans,Winterwear,Jeans,Zara,Unisex,"XS, S, M, L",Red,Ribbed,Recycled,Retro,5670,10%,Silver Jhumkas,None,All Season,2024,Yes,4.5
MTR10540,Basic Hoodies,Footwear,Sneakers,Puma,Men,"XS, S, M, L",Pink,Ribbed,Standard,Athleisure,2493,20%,Cap,Kiara Advani,Winter,2024,No,4.3
MTR10541,Graphic Sandals,Accessories,Tracks,Biba,Men,"XS, S, M, L",Beige,Textured,Premium,Boho,523,10%,Statement Brooch,Virat Kohli,Winter,2024,Yes,4.4
MTR10542,Slim Fit Hoodies,Ethnic,Kurtis,Biba,Men,Free Size,Beige,Ribbed,Standard,Streetwear,1314,15%,Silver Jhumkas,Virat Kohli,Winter,2023,No,3.6
MTR10543,Floral Kurtis,Footwear,Sneakers,Zara,Unisex,"S, M, L, XL",Pastel Green,Soft,Eco-Friendly,Y2K,2212,30%,Statement Brooch,Deepika Padukone,All Season,2025,Yes,3.8
MTR10544,Formal Scarves,Winterwear,Blazers,Puma,Men,"M, L, XL",Olive,Smooth,Premium,Minimalist,5409,25%,Watch,Virat Kohli,All Season,2025,No,3.9
MTR10545,Sporty T-Shirt,Bottomwear,T-Shirt,U.S. Polo Assn.,Women,UK 6–11,Yellow,Textured,Recycled,Streetwear,4460,30%,Watch,None,Summer,2023,No,4.5
MTR10546,Casual Blazers,Footwear,Jeans,Zara,Unisex,UK 6–11,Navy Blue,Rough,Recycled,Retro,5883,20%,Statement Brooch,Ranveer Singh,Winter,2025,No,4.4
MTR10547,Sporty Kurtis,Ethnic,Blazers,U.S. Polo Assn.,Women,"S, M, L, XL",Red,Ribbed,Eco-Friendly,Y2K,4956,15%,Silver Jhumkas,Ranveer Singh,Winter,2024,Yes,4.8
MTR10548,Basic Tracks,Topwear,Jeans,Zara,Men,UK 6–11,Beige,Textured,Standard,Y2K,1907,15%,Sunglasses,Deepika Padukone,Winter,2025,Yes,3.5
MTR10549,Casual Sandals,Bottomwear,Sandals,Adidas,Unisex,"M, L, XL",Pink,Smooth,Eco-Friendly,Retro,709,30%,Sports Socks,Ranveer Singh,Winter,2024,No,3.7
MTR10550,Slim Fit Sandals,Topwear,Scarves,Roadster,Unisex,"XS, S, M, L",Black,Textured,Recycled,Minimalist,3143,10%,Leather Belt,Kareena Kapoor,Summer,2024,Yes,3.9
MTR10551,Printed Sandals,Footwear,Kurtis,Allen Solly,Women,"XS, S, M, L",Navy Blue,Ribbed,Premium,Athleisure,4364,20%,Sports Socks,Ranveer Singh,Winter,2024,No,3.5
MTR10552,Printed Sneakers,Ethnic,Tracks,H&M,Women,UK 6–11,Pastel Green,Glossy,Standard,Streetwear,3710,20%,Silver Jhumkas,Kiara Advani,All Season,2023,No,4.3
MTR10553,Casual Sandals,Topwear,Sneakers,Levi’s,Women,"M, L, XL",Beige,Textured,Eco-Friendly,Boho,5155,10%,Watch,None,Winter,2025,No,4.8
MTR10554,Graphic Kurtis,Accessories,Kurtis,Puma,Women,"XS, S, M, L",Yellow,Glossy,Eco-Friendly,Y2K,2865,15%,Statement Brooch,Ranveer Singh,All Season,2023,No,4.6
MTR10555,Printed Blazers,Ethnic,Tracks,Zara,Unisex,"S, M, L, XL",Pink,Matte,Recycled,Athleisure,4925,30%,Sports Socks,Deepika Padukone,Summer,2023,Yes,3.9
MTR10556,Slim Fit Shirts,Ethnic,Scarves,Allen Solly,Men,"XS, S, M, L",Beige,Glossy,Recycled,Streetwear,839,25%,Leather Belt,None,Winter,2024,No,4.1
MTR10557,Formal Jeans,Topwear,Blazers,H&M,Men,Free Size,Red,Ribbed,Standard,Streetwear,4013,10%,Watch,Kareena Kapoor,Winter,2024,Yes,3.7
MTR10558,Floral T-Shirt,Bottomwear,Tracks,H&M,Men,"S, M, L, XL",Pastel Green,Soft,Eco-Friendly,Minimalist,1104,20%,Silver Jhumkas,Deepika Padukone,Winter,2024,No,3.9
MTR10559,Slim Fit Sneakers,Winterwear,Kurtis,Biba,Unisex,"S, M, L, XL",Red,Matte,Eco-Friendly,Minimalist,711,15%,Silver Jhumkas,Deepika Padukone,Winter,2025,No,4.3
MTR10560,Casual Kurtis,Footwear,Sandals,Adidas,Women,"M, L, XL",Pink,Glossy,Recycled,Streetwear,5743,15%,Sports Socks,Deepika Padukone,Winter,2023,No,4.0
MTR10561,Printed Tracks,Bottomwear,Jeans,H&M,Men,"XS, S, M, L",Black,Rough,Premium,Athleisure,4935,10%,Silver Jhumkas,None,Summer,2024,No,3.9
MTR10562,Sporty Sandals,Topwear,Hoodies,Adidas,Unisex,"S, M, L, XL",Yellow,Ribbed,Recycled,Streetwear,4589,10%,Silver Jhumkas,Kiara Advani,Summer,2025,No,4.1
MTR10563,Casual Sneakers,Topwear,Sandals,Allen Solly,Men,"M, L, XL",Olive,Matte,Eco-Friendly,Retro,2862,10%,Cap,Virat Kohli,Winter,2024,No,3.6
MTR10564,Sporty Jeans,Topwear,Jeans,Biba,Unisex,"M, L, XL",Yellow,Textured,Recycled,Boho,5134,15%,Leather Belt,Virat Kohli,Summer,2023,Yes,4.8
MTR10565,Sporty Tracks,Topwear,Tracks,H&M,Women,"S, M, L, XL",Pastel Green,Ribbed,Recycled,Boho,4372,15%,Silver Jhumkas,Kareena Kapoor,Winter,2025,Yes,4.9
